familyID	type	detail	Protein_names	Gene_names	Tax	TaxID	Rep_Tax	Rep_TaxID	UniProtKB	unirefID
Cluster_508	UniRef90_PfamDomain	PF01408;PF02894	Gfo/Idh/MocA family oxidoreductase	CDL18_11535{ECO:0000313|EMBL:PLT53830.1},CDL26_07980	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NGE7	UniRef90_A0A2N5NGE7
Cluster_509	UniRef90_PfamDomain	PF00571;PF01595;PF03471	HlyC/CorC family transporter	DW001_07530{ECO:0000313|EMBL:RHL79595.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A396FT10	UniRef90_A0A396FT10
Cluster_509	UniRef90_uncharacterized	UniRef90_uncharacterized	HlyC/CorC family transporter	DW001_07530{ECO:0000313|EMBL:RHL79595.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A396FT10	UniRef90_A0A396FT10
Cluster_51	UniRef90_uncharacterized	UniRef90_uncharacterized	Flavodoxin family protein	DXB72_01210{ECO:0000313|EMBL:RGN26581.1}	Bacteria	2	[Eubacterium] rectale	39491	A0A3E5ARX7	UniRef90_A0A3E5ARX7
Cluster_510	UniRef90_GO	GO:0004637;GO:0005524;GO:0006189;GO:0009113;GO:0046872	Phosphoribosylamine--glycine ligase	purD{ECO:0000256|HAMAP-Rule:MF_00138};RO1_17720{ECO:0000313|EMBL:CBL12337.1}	Clostridiales	186802	Roseburia intestinalis XB6B4	718255	D4KY97	UniRef90_D4KY97
Cluster_510	UniRef90_KEGG-KOs	K01945	Phosphoribosylamine--glycine ligase	purD{ECO:0000256|HAMAP-Rule:MF_00138};RO1_17720{ECO:0000313|EMBL:CBL12337.1}	Clostridiales	186802	Roseburia intestinalis XB6B4	718255	D4KY97	UniRef90_D4KY97
Cluster_510	UniRef90_PfamDomain	PF01071;PF02843;PF02844	Phosphoribosylamine--glycine ligase	purD{ECO:0000256|HAMAP-Rule:MF_00138};RO1_17720{ECO:0000313|EMBL:CBL12337.1}	Clostridiales	186802	Roseburia intestinalis XB6B4	718255	D4KY97	UniRef90_D4KY97
Cluster_510	UniRef90_eggNOG	COG0151;ENOG4105C12	Phosphoribosylamine--glycine ligase	purD{ECO:0000256|HAMAP-Rule:MF_00138};RO1_17720{ECO:0000313|EMBL:CBL12337.1}	Clostridiales	186802	Roseburia intestinalis XB6B4	718255	D4KY97	UniRef90_D4KY97
Cluster_511	UniRef90_GO	GO:0004637;GO:0005524;GO:0006189;GO:0009113;GO:0046872	Phosphoribosylamine--glycine ligase	purD{ECO:0000256|HAMAP-Rule:MF_00138};CDL18_05010{ECO:0000313|EMBL:PLT56537.1},CDL20_03705	Firmicutes	1239	Ruminococcus gnavus	33038	A0A2N5Q248	UniRef90_A0A2N5Q248
Cluster_511	UniRef90_PfamDomain	PF01071;PF02843;PF02844	Phosphoribosylamine--glycine ligase	purD{ECO:0000256|HAMAP-Rule:MF_00138};CDL18_05010{ECO:0000313|EMBL:PLT56537.1},CDL20_03705	Firmicutes	1239	Ruminococcus gnavus	33038	A0A2N5Q248	UniRef90_A0A2N5Q248
Cluster_512	UniRef90_PfamDomain	PF14501	ATP-binding protein	DWZ70_15015{ECO:0000313|EMBL:RHM33960.1},DXD36_12850	Clostridiales	186802	Ruminococcus gnavus	33038	A0A396GCU1	UniRef90_A0A396GCU1
Cluster_512	UniRef90_uncharacterized	UniRef90_uncharacterized	ATP-binding protein	DWZ70_15015{ECO:0000313|EMBL:RHM33960.1},DXD36_12850	Clostridiales	186802	Ruminococcus gnavus	33038	A0A396GCU1	UniRef90_A0A396GCU1
Cluster_513	UniRef90_GO	GO:0009002	D-alanyl-D-alanine carboxypeptidase	CDL23_07440{ECO:0000313|EMBL:PLT75521.1},CDL24_14255	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PEP1	UniRef90_A0A2N5PEP1
Cluster_513	UniRef90_PfamDomain	PF00768;PF07943	D-alanyl-D-alanine carboxypeptidase	CDL23_07440{ECO:0000313|EMBL:PLT75521.1},CDL24_14255	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PEP1	UniRef90_A0A2N5PEP1
Cluster_514	UniRef90_PfamDomain	PF13416	Extracellular solute-binding protein	DW951_01125{ECO:0000313|EMBL:RHA07100.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZJD2	UniRef90_A0A395ZJD2
Cluster_514	UniRef90_uncharacterized	UniRef90_uncharacterized	Extracellular solute-binding protein	DW951_01125{ECO:0000313|EMBL:RHA07100.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZJD2	UniRef90_A0A395ZJD2
Cluster_515	UniRef90_GO	GO:0016021;GO:0016301	GHKL domain-containing protein	DXB99_07690{ECO:0000313|EMBL:RGM71883.1},ERS852580_01650	Clostridiales	186802	[Eubacterium] rectale	39491	A0A173TJW5	UniRef90_A0A173TJW5
Cluster_515	UniRef90_PfamDomain	PF14501;PF14689	GHKL domain-containing protein	DXB99_07690{ECO:0000313|EMBL:RGM71883.1},ERS852580_01650	Clostridiales	186802	[Eubacterium] rectale	39491	A0A173TJW5	UniRef90_A0A173TJW5
Cluster_516	UniRef90_PfamDomain	PF02687;PF12704	ABC transporter permease	DWY38_02995{ECO:0000313|EMBL:RGR56307.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395V0I5	UniRef90_A0A395V0I5
Cluster_516	UniRef90_uncharacterized	UniRef90_uncharacterized	ABC transporter permease	DWY38_02995{ECO:0000313|EMBL:RGR56307.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395V0I5	UniRef90_A0A395V0I5
Cluster_517	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	DWY38_11750{ECO:0000313|EMBL:RGR53366.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395UW20	UniRef90_A0A395UW20
Cluster_518	UniRef90_PfamDomain	PF00091;PF12327	Cell division protein FtsZ	ftsZ{ECO:0000256|HAMAP-Rule:MF_00909};DW951_10575{ECO:0000313|EMBL:RHA03128.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZED7	UniRef90_A0A395ZED7
Cluster_518	UniRef90_uncharacterized	UniRef90_uncharacterized	Cell division protein FtsZ	ftsZ{ECO:0000256|HAMAP-Rule:MF_00909};DW951_10575{ECO:0000313|EMBL:RHA03128.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZED7	UniRef90_A0A395ZED7
Cluster_519	UniRef90_GO	GO:0015299;GO:0016021	Transporter, CPA2 family	RUMGNA_00167{ECO:0000313|EMBL:EDN79399.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7AY02	UniRef90_A7AY02
Cluster_519	UniRef90_PfamDomain	PF00999	Transporter, CPA2 family	RUMGNA_00167{ECO:0000313|EMBL:EDN79399.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7AY02	UniRef90_A7AY02
Cluster_519	UniRef90_eggNOG	COG0475;ENOG4107RWR	Transporter, CPA2 family	RUMGNA_00167{ECO:0000313|EMBL:EDN79399.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7AY02	UniRef90_A7AY02
Cluster_52	UniRef90_GO	GO:0008484;GO:0016021	Arylsulfatase	RUMGNA_03533{ECO:0000313|EMBL:EDN75910.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B7G7	UniRef90_A7B7G7
Cluster_52	UniRef90_PfamDomain	PF00884	Arylsulfatase	RUMGNA_03533{ECO:0000313|EMBL:EDN75910.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B7G7	UniRef90_A7B7G7
Cluster_52	UniRef90_eggNOG	COG1368;ENOG4107R6W	Arylsulfatase	RUMGNA_03533{ECO:0000313|EMBL:EDN75910.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B7G7	UniRef90_A7B7G7
Cluster_520	UniRef90_uncharacterized	UniRef90_uncharacterized	Four-carbon acid sugar kinase family protein	DXD13_05570{ECO:0000313|EMBL:RGK43879.1}	Bacteria	2	[Eubacterium] rectale	39491	A0A3E4M2H0	UniRef90_A0A3E4M2H0
Cluster_521	UniRef90_GO	GO:0003824;GO:0009058	tRNA(Met) cytidine acetate ligase	tmcAL{ECO:0000255|HAMAP-Rule:MF_01539};EUBREC_1493	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4Z916	UniRef90_C4Z916
Cluster_521	UniRef90_PfamDomain	PF05636	tRNA(Met) cytidine acetate ligase	tmcAL{ECO:0000255|HAMAP-Rule:MF_01539};EUBREC_1493	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4Z916	UniRef90_C4Z916
Cluster_522	UniRef90_PfamDomain	PF00933	Beta-glucosidase	DWY38_10305{ECO:0000313|EMBL:RGR53871.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395V1T4	UniRef90_A0A395V1T4
Cluster_522	UniRef90_uncharacterized	UniRef90_uncharacterized	Beta-glucosidase	DWY38_10305{ECO:0000313|EMBL:RGR53871.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395V1T4	UniRef90_A0A395V1T4
Cluster_523	UniRef90_GO	GO:0016021;GO:0055085	ABC-type transport system involved in multi-copper enzyme maturation, permease component	ERS852580_02793{ECO:0000313|EMBL:CUN23804.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A173V9S8	UniRef90_A0A173V9S8
Cluster_523	UniRef90_PfamDomain	PF12679	ABC-type transport system involved in multi-copper enzyme maturation, permease component	ERS852580_02793{ECO:0000313|EMBL:CUN23804.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A173V9S8	UniRef90_A0A173V9S8
Cluster_524	UniRef90_GO	GO:0016021	MFS transporter	CDL27_13980{ECO:0000313|EMBL:PLT58498.1},DXC31_13455	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NNN0	UniRef90_A0A2N5NNN0
Cluster_524	UniRef90_PfamDomain	PF05977	MFS transporter	CDL27_13980{ECO:0000313|EMBL:PLT58498.1},DXC31_13455	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NNN0	UniRef90_A0A2N5NNN0
Cluster_525	UniRef90_GO	GO:0004794;GO:0006567;GO:0030170	Threonine ammonia-lyase	CDL25_12485{ECO:0000313|EMBL:PLT68062.1},CDL27_15090	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NYY8	UniRef90_A0A2N5NYY8
Cluster_525	UniRef90_PfamDomain	PF00291	Threonine ammonia-lyase	CDL25_12485{ECO:0000313|EMBL:PLT68062.1},CDL27_15090	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NYY8	UniRef90_A0A2N5NYY8
Cluster_526	UniRef90_GO	GO:0003700;GO:0043565	AraC family transcriptional regulator	CDL23_03715{ECO:0000313|EMBL:PLT76869.1}	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PNX9	UniRef90_A0A2N5PNX9
Cluster_526	UniRef90_PfamDomain	PF12833	AraC family transcriptional regulator	CDL23_03715{ECO:0000313|EMBL:PLT76869.1}	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5PNX9	UniRef90_A0A2N5PNX9
Cluster_527	UniRef90_GO	GO:0016021	Stage IV sporulation protein	CDL27_00160{ECO:0000313|EMBL:PLT61616.1}	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NVT7	UniRef90_A0A2N5NVT7
Cluster_527	UniRef90_PfamDomain	PF06898	Stage IV sporulation protein	CDL27_00160{ECO:0000313|EMBL:PLT61616.1}	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NVT7	UniRef90_A0A2N5NVT7
Cluster_528	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	DWY38_01365{ECO:0000313|EMBL:RGR57033.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395V406	UniRef90_A0A395V406
Cluster_529	UniRef90_GO	GO:0006633;GO:0033817	3-oxoacyl-[acyl-carrier-protein] synthase 2	fabF{ECO:0000313|EMBL:PLT69805.1};CDL23_12010{ECO:0000313|EMBL:PLT73154.1},CDL24_03690	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5P3Z5	UniRef90_A0A2N5P3Z5
Cluster_529	UniRef90_PfamDomain	PF00109;PF02801	3-oxoacyl-[acyl-carrier-protein] synthase 2	fabF{ECO:0000313|EMBL:PLT69805.1};CDL23_12010{ECO:0000313|EMBL:PLT73154.1},CDL24_03690	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5P3Z5	UniRef90_A0A2N5P3Z5
Cluster_53	UniRef90_GO	GO:0005975;GO:0016787	Alpha-glucosidase	CDL25_04525{ECO:0000313|EMBL:PLT69794.1},CDL27_09825	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NR00	UniRef90_A0A2N5NR00
Cluster_53	UniRef90_PfamDomain	PF00128;PF16657	Alpha-glucosidase	CDL25_04525{ECO:0000313|EMBL:PLT69794.1},CDL27_09825	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NR00	UniRef90_A0A2N5NR00
Cluster_530	UniRef90_PfamDomain	PF10592	AIPR protein	EUR_02490{ECO:0000313|EMBL:CBK89480.1}	Bacteria	2	[Eubacterium] rectale DSM 17629	657318	D6E240	UniRef90_D6E240
Cluster_530	UniRef90_eggNOG	ENOG4107W4Q;ENOG410ZFWF	AIPR protein	EUR_02490{ECO:0000313|EMBL:CBK89480.1}	Bacteria	2	[Eubacterium] rectale DSM 17629	657318	D6E240	UniRef90_D6E240
Cluster_530	UniRef90_uncharacterized	UniRef90_uncharacterized	AIPR protein	EUR_02490{ECO:0000313|EMBL:CBK89480.1}	Bacteria	2	[Eubacterium] rectale DSM 17629	657318	D6E240	UniRef90_D6E240
Cluster_531	UniRef90_PfamDomain	PF00109;PF02801	3-oxoacyl-[acyl-carrier-protein] synthase 2	fabF{ECO:0000313|EMBL:RGR55942.1};DWY38_04255{ECO:0000313|EMBL:RGR55942.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395V462	UniRef90_A0A395V462
Cluster_531	UniRef90_uncharacterized	UniRef90_uncharacterized	3-oxoacyl-[acyl-carrier-protein] synthase 2	fabF{ECO:0000313|EMBL:RGR55942.1};DWY38_04255{ECO:0000313|EMBL:RGR55942.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395V462	UniRef90_A0A395V462
Cluster_532	UniRef90_GO	GO:0008483	DegT/DnrJ/EryC1/StrS aminotransferase family protein	RUMGNA_02408{ECO:0000313|EMBL:EDN77201.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B4C4	UniRef90_A7B4C4
Cluster_532	UniRef90_PfamDomain	PF01041	DegT/DnrJ/EryC1/StrS aminotransferase family protein	RUMGNA_02408{ECO:0000313|EMBL:EDN77201.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B4C4	UniRef90_A7B4C4
Cluster_532	UniRef90_eggNOG	COG0399;ENOG4105CF4	DegT/DnrJ/EryC1/StrS aminotransferase family protein	RUMGNA_02408{ECO:0000313|EMBL:EDN77201.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B4C4	UniRef90_A7B4C4
Cluster_533	UniRef90_GO	GO:0003677;GO:0006310;GO:0015074	Uncharacterized protein	BN481_01891{ECO:0000313|EMBL:CCZ66611.1}	Clostridiales	186802	[Ruminococcus] gnavus CAG:126	1263106	R5U633	UniRef90_R5U633
Cluster_533	UniRef90_PfamDomain	PF00589	Uncharacterized protein	BN481_01891{ECO:0000313|EMBL:CCZ66611.1}	Clostridiales	186802	[Ruminococcus] gnavus CAG:126	1263106	R5U633	UniRef90_R5U633
Cluster_534	UniRef90_GO	GO:0003723;GO:0004831;GO:0005524;GO:0005737;GO:0006437	Tyrosine--tRNA ligase	tyrS{ECO:0000256|HAMAP-Rule:MF_02006};EUBREC_0190{ECO:0000313|EMBL:ACR73995.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZAD4	UniRef90_C4ZAD4
Cluster_534	UniRef90_KEGG-KOs	K01866	Tyrosine--tRNA ligase	tyrS{ECO:0000256|HAMAP-Rule:MF_02006};EUBREC_0190{ECO:0000313|EMBL:ACR73995.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZAD4	UniRef90_C4ZAD4
Cluster_534	UniRef90_PfamDomain	PF00579;PF01479	Tyrosine--tRNA ligase	tyrS{ECO:0000256|HAMAP-Rule:MF_02006};EUBREC_0190{ECO:0000313|EMBL:ACR73995.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZAD4	UniRef90_C4ZAD4
Cluster_535	UniRef90_PfamDomain	PF00482	Secretion system protein F	DW001_06030{ECO:0000313|EMBL:RHL80739.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A396FH61	UniRef90_A0A396FH61
Cluster_535	UniRef90_uncharacterized	UniRef90_uncharacterized	Secretion system protein F	DW001_06030{ECO:0000313|EMBL:RHL80739.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A396FH61	UniRef90_A0A396FH61
Cluster_536	UniRef90_PfamDomain	PF10112	Uncharacterized protein	DWZ70_08105{ECO:0000313|EMBL:RHM37877.1}	Clostridiales	186802	Ruminococcus gnavus	33038	A0A396G4G6	UniRef90_A0A396G4G6
Cluster_536	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	DWZ70_08105{ECO:0000313|EMBL:RHM37877.1}	Clostridiales	186802	Ruminococcus gnavus	33038	A0A396G4G6	UniRef90_A0A396G4G6
Cluster_537	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	CDL25_05300{ECO:0000313|EMBL:PLT69675.1},CDL27_16115	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5P3M1	UniRef90_A0A2N5P3M1
Cluster_538	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_539	UniRef90_GO	GO:0005524	Abortive infection protein, putative	EUBREC_2974{ECO:0000313|EMBL:ACR76702.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZI65	UniRef90_C4ZI65
Cluster_539	UniRef90_KEGG-KOs	K06926	Abortive infection protein, putative	EUBREC_2974{ECO:0000313|EMBL:ACR76702.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZI65	UniRef90_C4ZI65
Cluster_539	UniRef90_PfamDomain	PF13304	Abortive infection protein, putative	EUBREC_2974{ECO:0000313|EMBL:ACR76702.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZI65	UniRef90_C4ZI65
Cluster_54	UniRef90_PfamDomain	PF00009;PF03144;PF16658	Peptide chain release factor 3	prfC{ECO:0000256|HAMAP-Rule:MF_00072};DW951_10660{ECO:0000313|EMBL:RHA03143.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZIX6	UniRef90_A0A395ZIX6
Cluster_54	UniRef90_uncharacterized	UniRef90_uncharacterized	Peptide chain release factor 3	prfC{ECO:0000256|HAMAP-Rule:MF_00072};DW951_10660{ECO:0000313|EMBL:RHA03143.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395ZIX6	UniRef90_A0A395ZIX6
Cluster_540	UniRef90_PfamDomain	PF00480	ROK family protein	CDL25_01510{ECO:0000313|EMBL:PLT70499.1},DXC31_11905	Lachnospiraceae	186803	Ruminococcus gnavus	33038	A0A2N5P5U3	UniRef90_A0A2N5P5U3
Cluster_540	UniRef90_uncharacterized	UniRef90_uncharacterized	ROK family protein	CDL25_01510{ECO:0000313|EMBL:PLT70499.1},DXC31_11905	Lachnospiraceae	186803	Ruminococcus gnavus	33038	A0A2N5P5U3	UniRef90_A0A2N5P5U3
Cluster_541	UniRef90_PfamDomain	PF02441;PF04127	Coenzyme A biosynthesis bifunctional protein CoaBC	coaBC{ECO:0000313|EMBL:RGR54294.1};DWY38_08705{ECO:0000313|EMBL:RGR54294.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395UY41	UniRef90_A0A395UY41
Cluster_541	UniRef90_uncharacterized	UniRef90_uncharacterized	Coenzyme A biosynthesis bifunctional protein CoaBC	coaBC{ECO:0000313|EMBL:RGR54294.1};DWY38_08705{ECO:0000313|EMBL:RGR54294.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A395UY41	UniRef90_A0A395UY41
Cluster_542	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_543	UniRef90_GO	GO:0043565	DNA-binding helix-turn-helix protein	RUMGNA_00692{ECO:0000313|EMBL:EDN78831.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7AZH0	UniRef90_A7AZH0
Cluster_543	UniRef90_eggNOG	ENOG4107G52;ENOG41128NQ	DNA-binding helix-turn-helix protein	RUMGNA_00692{ECO:0000313|EMBL:EDN78831.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7AZH0	UniRef90_A7AZH0
Cluster_544	UniRef90_GO	GO:0003992;GO:0005737;GO:0006526;GO:0030170	Acetylornithine aminotransferase	argD{ECO:0000256|HAMAP-Rule:MF_01107,;RUMGNA_02377{ECO:0000313|EMBL:EDN77170.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B493	UniRef90_A7B493
Cluster_544	UniRef90_PfamDomain	PF00202	Acetylornithine aminotransferase	argD{ECO:0000256|HAMAP-Rule:MF_01107,;RUMGNA_02377{ECO:0000313|EMBL:EDN77170.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B493	UniRef90_A7B493
Cluster_544	UniRef90_eggNOG	COG4992;ENOG4105C8Y	Acetylornithine aminotransferase	argD{ECO:0000256|HAMAP-Rule:MF_01107,;RUMGNA_02377{ECO:0000313|EMBL:EDN77170.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7B493	UniRef90_A7B493
Cluster_545	UniRef90_GO	GO:0009247;GO:0016758	Glycosyltransferase Family 28-like b-glycosyltransferase	EUBREC_2007{ECO:0000313|EMBL:ACR75748.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZBL6	UniRef90_C4ZBL6
Cluster_545	UniRef90_KEGG-KOs	K03429	Glycosyltransferase Family 28-like b-glycosyltransferase	EUBREC_2007{ECO:0000313|EMBL:ACR75748.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZBL6	UniRef90_C4ZBL6
Cluster_545	UniRef90_PfamDomain	PF04101;PF06925	Glycosyltransferase Family 28-like b-glycosyltransferase	EUBREC_2007{ECO:0000313|EMBL:ACR75748.1}	Clostridiales	186802	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)	515619	C4ZBL6	UniRef90_C4ZBL6
Cluster_546	UniRef90_GO	GO:0003824	DUF871 domain-containing protein	CDL18_14045{ECO:0000313|EMBL:PLT52672.1},CDL27_12185	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NEQ2	UniRef90_A0A2N5NEQ2
Cluster_546	UniRef90_PfamDomain	PF05913	DUF871 domain-containing protein	CDL18_14045{ECO:0000313|EMBL:PLT52672.1},CDL27_12185	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NEQ2	UniRef90_A0A2N5NEQ2
Cluster_547	UniRef90_uncharacterized	UniRef90_uncharacterized	Uncharacterized protein	DXC31_14465{ECO:0000313|EMBL:RGM19329.1}	Lachnospiraceae	186803	Ruminococcus gnavus	33038	A0A3E4UYT1	UniRef90_A0A3E4UYT1
Cluster_548	UniRef90_uncharacterized	UniRef90_uncharacterized	Iron-containing alcohol dehydrogenase	DXB72_04835{ECO:0000313|EMBL:RGN25082.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A3E5AQ34	UniRef90_A0A3E5AQ34
Cluster_549	UniRef90_GO	GO:0008324;GO:0016021	Cation transporter	CDL23_10465{ECO:0000313|EMBL:PLT74045.1},CDL24_06405	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NNX7	UniRef90_A0A2N5NNX7
Cluster_549	UniRef90_PfamDomain	PF01545;PF16916	Cation transporter	CDL23_10465{ECO:0000313|EMBL:PLT74045.1},CDL24_06405	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NNX7	UniRef90_A0A2N5NNX7
Cluster_55	UniRef90_unknown	UniRef90_unknown	UniRef90_unknown	NA	NA	NA	NA	NA	NA	NA
Cluster_550	UniRef90_GO	GO:0003937;GO:0004643;GO:0006164	AICARFT/IMPCHase bienzyme	RUMGNA_00681{ECO:0000313|EMBL:EDN78820.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7AZF9	UniRef90_A7AZF9
Cluster_550	UniRef90_PfamDomain	PF01808	AICARFT/IMPCHase bienzyme	RUMGNA_00681{ECO:0000313|EMBL:EDN78820.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7AZF9	UniRef90_A7AZF9
Cluster_550	UniRef90_eggNOG	COG0138;ENOG4105DC1	AICARFT/IMPCHase bienzyme	RUMGNA_00681{ECO:0000313|EMBL:EDN78820.1}	Clostridiales	186802	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470	A7AZF9	UniRef90_A7AZF9
Cluster_551	UniRef90_GO	GO:0016021	Uncharacterized protein	BN626_01009{ECO:0000313|EMBL:CDC73080.1}	Clostridiales	186802	Eubacterium rectale CAG:36	1263079	R6TLG3	UniRef90_R6TLG3
Cluster_552	UniRef90_GO	GO:0000287;GO:0004335;GO:0005524;GO:0005534;GO:0005737;GO:0006012	Galactokinase	galK{ECO:0000256|HAMAP-Rule:MF_00246};CDL18_00975{ECO:0000313|EMBL:PLT58185.1},DXC31_00085	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NMQ5	UniRef90_A0A2N5NMQ5
Cluster_552	UniRef90_PfamDomain	PF00288;PF08544;PF10509	Galactokinase	galK{ECO:0000256|HAMAP-Rule:MF_00246};CDL18_00975{ECO:0000313|EMBL:PLT58185.1},DXC31_00085	Clostridiales	186802	Ruminococcus gnavus	33038	A0A2N5NMQ5	UniRef90_A0A2N5NMQ5
Cluster_553	UniRef90_GO	GO:0000155;GO:0016021;GO:0046983	Sensor protein degS	degS_1{ECO:0000313|EMBL:CUM91693.1};ERS852580_01145{ECO:0000313|EMBL:CUM91693.1}	Clostridiales	186802	[Eubacterium] rectale	39491	A0A173SMU9	UniRef90_A0A173SMU9
